title,authors,year,openalex_id,doi,url,abstract_text,keywords,category
Macrocephaly in Children and Adults With Autism,"Janet E. Lainhart, Joseph Piven, M. Wzorek, Rebecca Landa, Susan L. Santangelo, Hilary Coon, Susan E. Folstein",1997,https://openalex.org/W2086322201,https://doi.org/10.1097/00004583-199702000-00019,https://doi.org/10.1097/00004583-199702000-00019,(no abstract found: try through the website),"Macrocephaly, Autism, Head circumference, Pediatrics, Medicine, Percentile, Psychology, Psychiatry, Pregnancy, Birth weight, Biology, Genetics, Statistics, Mathematics",General / Other
Joint attention and symbolic play in young children with autism: a randomized controlled intervention study,"Connie Kasari, Stephanny Freeman, Tanya Paparella",2005,https://openalex.org/W2143287186,https://doi.org/10.1111/j.1469-7610.2005.01567.x,https://doi.org/10.1111/j.1469-7610.2005.01567.x,"Background: Delays and deficits in joint attention and symbolic play constitute two important developmental problems in young children with autism. These areas of deficit have been well studied in autism but have rarely been the focus of treatment efforts (see ). In this study, we examine the efficacy of targeted interventions of joint attention and symbolic play. Methods: Participants were 58 children with autism aged 3 and 4 years (46 boys). Children were randomized to a joint attention intervention, a symbolic play intervention, or control group. Interventions were conducted 30 minutes daily for 5–6 weeks. Both structured assessments of joint attention and play skills and mother–child interactions were collected pre and post intervention by independent assessors. Results: Results indicate that both intervention groups improved significantly over the control group on certain behaviors. Children in the joint attention intervention initiated significantly more showing and responsiveness to joint attention on the structured joint attention assessment and more child‐initiated joint attention in the mother–child interaction. The children in the play group showed more diverse types of symbolic play in interaction with their mothers and higher play levels on both the play assessment and in interaction with their mothers. Conclusions: This randomized controlled trial provides promising data on the specificity and generalizability of joint attention and play interventions for young children with autism. Future studies need to examine the long‐term effects of these early interventions on children's development.","autism, play, attention, children, interventions","Therapy & Intervention, Communication & Language, Social & Emotional Development"
Evidence of resilience in families of children with autism,Mojdeh Bayat,2007,https://openalex.org/W2104916848,https://doi.org/10.1111/j.1365-2788.2007.00960.x,https://doi.org/10.1111/j.1365-2788.2007.00960.x,"Abstract Background Family resilience is a growing field of inquiry, investigating factors that contribute to a family's becoming stronger in spite of dealing with adversity. Despite the growing interest in studying family resilience, the topic has not been explored in families with children who have disabilities. This report, a part of a larger study – using both quantitative and qualitative methodologies – is an examination of factors of family resilience in the families of children with autism. Evidence of family resilience such as family connectedness and closeness, positive meaning‐making of the disability, and spiritual and personal growth were identified and examined in this part of the study. Method The study uses a survey methodology, analysing responses to several rating scales and written responses to three open‐ended questions. Survey respondents consisted of 175 parents and other primary caregivers of a child with autism – ages between 2 and 18 years. Results Results suggest identification of specific resilience processes, such as: making positive meaning of disability, mobilization of resources, and becoming united and closer as a family; finding greater appreciation of life in general, and other people in specific; and gaining spiritual strength. Conclusions This study presents evidence that a considerable number of families of children with autism display factors of resilience – reporting having become stronger as a result of disability in the family.","resilience, autism, families, disability, disabilities","Therapy & Intervention, Education & Learning, Social & Emotional Development"
Food Selectivity and Sensory Sensitivity in Children with Autism Spectrum Disorders,"Sharon A. Cermak, Carol Curtin, Linda G. Bandini",2010,https://openalex.org/W2093113672,https://doi.org/10.1016/j.jada.2009.10.032,https://doi.org/10.1016/j.jada.2009.10.032,(no abstract found: try through the website),"Autism, Affect (linguistics), Eating disorders, Psychology, Narrative review, Sensory processing, Sensory system, Set (abstract data type), Autism spectrum disorder, Clinical psychology, Developmental psychology, Audiology, Medicine, Cognitive psychology, Communication, Computer science, Psychotherapist, Programming language",General / Other
A Comparison of Video Modeling with In Vivo Modeling for Teaching Children with Autism,"Marjorie H. Charlop‐Christy, Loc Le, Kurt A. Freeman",2000,https://openalex.org/W1670029979,https://doi.org/10.1023/a:1005635326276,https://doi.org/10.1023/a:1005635326276,(no abstract found: try through the website),"Autism, Video modeling, Generalization, Task (project management), Psychology, Multiple baseline design, Modelling, Computer science, Teaching method, Developmental psychology, Mathematics education, Intervention (counseling), Psychiatry, Management, Economics, Mathematical analysis, Mathematics","Behavioral Experiments, Therapy & Intervention"
Impaired disengagement of attention in young children with autism,"Reginald Landry, Susan E. Bryson",2004,https://openalex.org/W2115529264,https://doi.org/10.1111/j.1469-7610.2004.00304.x,https://doi.org/10.1111/j.1469-7610.2004.00304.x,"Background: The present study examined the disengage and shift operations of visual attention in young children with autism. Methods: For this purpose, we used a simple visual orienting task that is thought to engage attention automatically. Once attention was first engaged on a central fixation stimulus, a second stimulus was presented on either side, either simultaneously or successively. Latency to begin an eye movement to the peripheral stimulus served as the main dependent measure. The two stimulus conditions (simultaneous and successive) provided independent measures of disengaging and shifting attention, respectively. Performance of children with autism was compared to that of children with Down syndrome and a normal group. Results: The main finding was that relative to both comparison groups, children with autism had marked difficulty in disengaging attention. Indeed, on 20% of trials they remained fixated on the first of two competing stimuli for the entire 8‐second trial duration. Evidence is also provided for a more subtle problem in executing rapid shifts of attention. Conclusions: Our findings on disengagement in autism parallel those reported in normal 2‐month‐olds, in whom attention has been described as ‘obligatory’. Discussion focuses on the potential role of general versus domain‐specific processes in producing some of the core features of autism.","autism, stimuli, attention, stimulus, orienting","Neurological Functioning, Behavioral Experiments, Therapy & Intervention"
Internet survey of treatments used by parents of children with autism,"Vanessa A. Green, Keenan A. Pituch, Jonathan Itchon, Aram Choi, Mark F. O’Reilly, Jeff Sigafoos",2005,https://openalex.org/W2011126385,https://doi.org/10.1016/j.ridd.2004.12.002,https://doi.org/10.1016/j.ridd.2004.12.002,(no abstract found: try through the website),"Autism, Psychology, Intervention (counseling), Clinical psychology, Developmental psychology, Psychiatry",General / Other
"Prevalence of Parent-Reported Diagnosis of Autism Spectrum Disorder Among Children in the US, 2007","Michael D. Kogan, Stephen J. Blumberg, Laura A. Schieve, Coleen A. Boyle, James M. Perrin, Reem M. Ghandour, Gopal K. Singh, Bonnie Strickland, Edwin Trevathan, Peter C. van Dyck",2009,https://openalex.org/W2125776341,https://doi.org/10.1542/peds.2009-1522,https://doi.org/10.1542/peds.2009-1522,"OBJECTIVES: The reported increasing prevalence of autism spectrum disorder (ASD) and attendant health and family impact make monitoring of ASD prevalence a public health priority. METHODS: The prevalence of parent-reported diagnosis of ASD among US children aged 3 to 17 years was estimated from the 2007 National Survey of Children's Health (sample size: 78037). A child was considered to have ASD if a parent/guardian reported that a doctor or other health care provider had ever said that the child had ASD and that the child currently had the condition. The point-prevalence for ASD was calculated for those children meeting both criteria. We examined sociodemographic factors associated with current ASD and with a past (but not current) ASD diagnosis. The health care experiences for children in both ASD groups were explored. RESULTS: The weighted current ASD point-prevalence was 110 per 10,000. We estimate that 673,000 US children have ASD. Odds of having ASD were 4 times as large for boys than girls. Non-Hispanic (NH) black and multiracial children had lower odds of ASD than NH white children. Nearly 40% of those ever diagnosed with ASD did not currently have the condition; NH black children were more likely than NH white children to not have current ASD. Children in both ASD groups were less likely than children without ASD to receive care within a medical home. CONCLUSIONS: The observed point-prevalence is higher than previous US estimates. More inclusive survey questions, increased population awareness, and improved screening and identification by providers may partly explain this finding.","autism, prevalence, asd, diagnosed, diagnosis",Social & Emotional Development
IQ in children with autism spectrum disorders: data from the Special Needs and Autism Project (SNAP),"Tony Charman, Andrew Pickles, Emily Simonoff, Susie Chandler, T. Loucas, Gillian Baird",2010,https://openalex.org/W2138917845,https://doi.org/10.1017/s0033291710000991,https://doi.org/10.1017/s0033291710000991,"Background Autism spectrum disorder (ASD) was once considered to be highly associated with intellectual disability and to show a characteristic IQ profile, with strengths in performance over verbal abilities and a distinctive pattern of ‘peaks’ and ‘troughs’ at the subtest level. However, there are few data from epidemiological studies. Method Comprehensive clinical assessments were conducted with 156 children aged 10–14 years [mean ( s.d .)=11.7 (0.9)], seen as part of an epidemiological study (81 childhood autism, 75 other ASD). A sample weighting procedure enabled us to estimate characteristics of the total ASD population. Results Of the 75 children with ASD, 55% had an intellectual disability (IQ&lt;70) but only 16% had moderate to severe intellectual disability (IQ&lt;50); 28% had average intelligence (115&gt;IQ&gt;85) but only 3% were of above average intelligence (IQ&gt;115). There was some evidence for a clinically significant Performance/Verbal IQ (PIQ/VIQ) discrepancy but discrepant verbal versus performance skills were not associated with a particular pattern of symptoms, as has been reported previously. There was mixed evidence of a characteristic subtest profile: whereas some previously reported patterns were supported (e.g. poor Comprehension), others were not (e.g. no ‘peak’ in Block Design). Adaptive skills were significantly lower than IQ and were associated with severity of early social impairment and also IQ. Conclusions In this epidemiological sample, ASD was less strongly associated with intellectual disability than traditionally held and there was only limited evidence of a distinctive IQ profile. Adaptive outcome was significantly impaired even for those children of average intelligence.","autism, iq, intelligence, impairment, disability",Social & Emotional Development
"Nutritional and metabolic status of children with autism vs. neurotypical children, and the association with autism severity","James B. Adams, Tapan Audhya, Sharon McDonough-Means, Robert A. Rubin, David Quig, Elizabeth Geis, Eva Gehn, Melissa Loresto, Jessica Mitchell, Sharon Atwood, Suzanne Barnhouse, Wondra Lee",2011,https://openalex.org/W2155465918,https://doi.org/10.1186/1743-7075-8-34,https://doi.org/10.1186/1743-7075-8-34,"The autism group had many statistically significant differences in their nutritional and metabolic status, including biomarkers indicative of vitamin insufficiency, increased oxidative stress, reduced capacity for energy transport, sulfation and detoxification. Several of the biomarker groups were significantly associated with variations in the severity of autism. These nutritional and metabolic differences are generally in agreement with other published results and are likely amenable to nutritional supplementation. Research investigating treatment and its relationship to the co-morbidities and etiology of autism is warranted.","autism, nutritional, vitamin, supplementation, metabolic",Education & Learning
Atypical behaviors in children with autism and children with a history of language impairment,"Kelli C. Dominick, Naomi Davis, Janet E. Lainhart, Helen Tager‐Flusberg, Susan E. Folstein",2006,https://openalex.org/W1985280760,https://doi.org/10.1016/j.ridd.2006.02.003,https://doi.org/10.1016/j.ridd.2006.02.003,(no abstract found: try through the website),"Autism, Psychology, Aggression, Nonverbal communication, Developmental psychology, Autism spectrum disorder, Cognition, Depression (economics), Clinical psychology, Psychiatry, Macroeconomics, Economics","Neurological Functioning, Therapy & Intervention"
Early Behavioral Intervention Is Associated With Normalized Brain Activity in Young Children With Autism,"Géraldine Dawson, Emily J. H. Jones, Kristen Merkle, Kor Venema, Rachel Lowy, Susan Faja, Dana Kamara, Michael Murias, Jessica Greenson, Jamie Winter, Milani Smith, Sally J. Rogers, Sara Jane Webb",2012,https://openalex.org/W2111874514,https://doi.org/10.1016/j.jaac.2012.08.018,https://doi.org/10.1016/j.jaac.2012.08.018,(no abstract found: try through the website),"Autism, Autism spectrum disorder, Psychology, Intervention (counseling), Audiology, Randomized controlled trial, Electroencephalography, Developmental psychology, Clinical psychology, Medicine, Psychiatry, Surgery","Behavioral Experiments, Communication & Language"
Parenting stress and psychological functioning among mothers of preschool children with autism and developmental delay,"Annette Estes, Jeffrey Munson, Géraldine Dawson, Elizabeth Koehler, Xiao‐Hua Zhou, Robert D. Abbott",2009,https://openalex.org/W2165770244,https://doi.org/10.1177/1362361309105658,https://doi.org/10.1177/1362361309105658,"Parents of children with developmental disabilities, particularly autism spectrum disorders (ASDs), are at risk for high levels of distress. The factors contributing to this are unclear. This study investigated how child characteristics influence maternal parenting stress and psychological distress. Participants consisted of mothers and developmental-age matched preschool-aged children with ASD ( N = 51) and developmental delay without autism (DD) ( N = 22). Evidence for higher levels of parenting stress and psychological distress was found in mothers in the ASD group compared to the DD group. Children's problem behavior was associated with increased parenting stress and psychological distress in mothers in the ASD and DD groups. This relationship was stronger in the DD group. Daily living skills were not related to parenting stress or psychological distress. Results suggest clinical services aiming to support parents should include a focus on reducing problem behaviors in children with developmental disabilities.","autism, parenting, disabilities, parents, maternal","Neurological Functioning, Behavioral Experiments, Communication & Language, Social & Emotional Development"
Parent-mediated communication-focused treatment in children with autism (PACT): a randomised controlled trial,"Jonathan Green, Tony Charman, Helen McConachie, Catherine Aldred, Vicky Slonims, Patricia Howlin, Ann Le Couteur, Kathy Leadbitter, Kristelle Hudry, Sarah Byford, Barbara Barrett, Kathryn Temple, Wendy Macdonald, Andrew Pickles",2010,https://openalex.org/W2099484012,https://doi.org/10.1016/s0140-6736(10)60587-9,https://doi.org/10.1016/s0140-6736(10)60587-9,(no abstract found: try through the website),"Pact, Autism, Medicine, Autism Diagnostic Observation Schedule, Randomized controlled trial, Psychological intervention, Pediatrics, Psychiatry, Autism spectrum disorder, Internal medicine, Archaeology, History",Therapy & Intervention
A Meta-Analysis of Video Modeling and Video Self-Modeling Interventions for Children and Adolescents with Autism Spectrum Disorders,"Scott Bellini, Jennifer Akullian",2007,https://openalex.org/W2102620940,https://doi.org/10.1177/001440290707300301,https://doi.org/10.1177/001440290707300301,"This meta-analysis examined the effectiveness of video modeling and video self-modeling (VSM) interventions for children and adolescents with autism spectrum disorders (ASD). Twenty-three single-subject design studies were included in the meta-analysis. Intervention, maintenance, and generalization effects were measured by computing the percentage of nonoverlapping data points (PND). Results suggest that video modeling and VSM are effective intervention strategies for addressing social-communication skills, functional skills, and behavioral functioning in children and adolescents with ASD. Results also indicate that these procedures promote skill acquisition and that skills acquired via video modeling and VSM are maintained over time and transferred across persons and settings. The results suggest that video modeling and VSM intervention strategies meet criteria for designation as an evidence-based practice.","autism, video, skills, interventions, studies","Behavioral Experiments, Therapy & Intervention, Education & Learning, Social & Emotional Development"
Minimally Verbal School‐Aged Children with Autism Spectrum Disorder: The Neglected End of the Spectrum,"Helen Tager‐Flusberg, Connie Kasari",2013,https://openalex.org/W1909988460,https://doi.org/10.1002/aur.1329,https://doi.org/10.1002/aur.1329,"It is currently estimated that about 30% of children with autism spectrum disorder remain minimally verbal, even after receiving years of interventions and a range of educational opportunities. Very little is known about the individuals at this end of the autism spectrum, in part because this is a highly variable population with no single set of defining characteristics or patterns of skills or deficits, and in part because it is extremely challenging to provide reliable or valid assessments of their developmental functioning. In this paper, we summarize current knowledge based on research including minimally verbal children. We review promising new novel methods for assessing the verbal and nonverbal abilities of minimally verbal school‐aged children, including eye‐tracking and brain‐imaging methods that do not require overt responses. We then review what is known about interventions that may be effective in improving language and communication skills, including discussion of both nonaugmentative and augmentative methods. In the final section of the paper, we discuss the gaps in the literature and needs for future research. Autism Res 2013, 6: 468–478. © 2013 International Society for Autism Research, Wiley Periodicals, Inc.","autism, developmental, nonverbal, verbal, skills","Behavioral Experiments, Therapy & Intervention, Education & Learning"
Race Differences in the Age at Diagnosis Among Medicaid-Eligible Children With Autism,"David S. Mandell, John Listerud, Susan E. Levy, Jennifer Pinto‐Martin",2002,https://openalex.org/W1998074079,https://doi.org/10.1097/00004583-200212000-00016,https://doi.org/10.1097/00004583-200212000-00016,(no abstract found: try through the website),"Medicaid, Mental health, Medicine, Autism, Specialty, Psychiatry, Receipt, Race (biology), Autism spectrum disorder, Pediatrics, Gerontology, Health care, Biology, Computer science, World Wide Web, Botany, Economic growth, Economics","Neurological Functioning, Therapy & Intervention, Social & Emotional Development"
Patterns of Reading Ability in Children with Autism Spectrum Disorder,"Kate Nation, Philip A. Clarke, Barry Wright, Christine L. Williams",2006,https://openalex.org/W2083493015,https://doi.org/10.1007/s10803-006-0130-1,https://doi.org/10.1007/s10803-006-0130-1,(no abstract found: try through the website),"Psychology, Reading comprehension, Reading (process), Autism spectrum disorder, Autism, Word recognition, Comprehension, Developmental psychology, Cognitive psychology, Audiology, Linguistics, Medicine, Philosophy","Neurological Functioning, Behavioral Experiments, Therapy & Intervention, Education & Learning, Social & Emotional Development"
Visual Recognition of Biological Motion is Impaired in Children With Autism,"Randolph Blake, Lauren M. Turner, Moria J. Smoski, Stacie L. Pozdol, Wendy L. Stone",2003,https://openalex.org/W2106126272,https://doi.org/10.1111/1467-9280.01434,https://doi.org/10.1111/1467-9280.01434,"Autistic children and typically developing control children were tested on two visual tasks, one involving grouping of small line elements into a global figure and the other involving perception of human activity portrayed in point-light animations. Performance of the two groups was equivalent on the figure task, but autistic children were significantly impaired on the biological motion task. This latter deficit may be related to the impaired social skills characteristic of autism, and we speculate that this deficit may implicate abnormalities in brain areas mediating perception of human movement.","autism, autistic, motion, perception, animations","Neurological Functioning, Behavioral Experiments, Therapy & Intervention"
Parenting stress and coping styles in mothers and fathers of pre‐school children with autism and Down syndrome,"Anna Dąbrowska-Zimakowska, Ewa Pisula",2010,https://openalex.org/W2022320127,https://doi.org/10.1111/j.1365-2788.2010.01258.x,https://doi.org/10.1111/j.1365-2788.2010.01258.x,"Abstract Background The study examined the profile of stress in mothers and fathers of preschool children with autism, Down syndrome and typically developing children. A further aim was to assess the association between parenting stress and coping style. Methods A total of 162 parents were examined using Holroyd's 66‐item short form of Questionnaire of Resources and Stress for Families with Chronically Ill or Handicapped Members and the Coping Inventory for Stressful Situations by Endler and Parker. Results and Conclusions The results indicated a higher level of stress in parents of children with autism. Additionally, an interaction effect was revealed between child diagnostic group and parent's gender for two scales of parenting stress: dependency and management and limits of family opportunities. Mothers of children with autism scored higher than fathers in parental stress; no such differences were found in the group of parents of children with Down syndrome and typically developing children. It was also found that parents of children with autism differed from parents of typically developing children in social diversion coping. Emotion‐oriented coping was the predictor for parental stress in the samples of parents of children with autism and Down syndrome, and task‐oriented coping was the predictor of parental stress in the sample of parents of typically developing children. The results strongly supported earlier findings on parenting stress in parents of children with autism. They also shed interesting light on the relationship between coping styles and parental stress.","autism, parenting, parental, parents, fathers",General / Other
Problem Behavior Interventions for Young Children with Autism: A Research Synthesis,"Robert H. Horner, Edward G. Carr, Phillip S. Strain, Anne W. Todd, Holly Reed",2002,https://openalex.org/W1562092923,https://doi.org/10.1023/a:1020593922901,https://doi.org/10.1023/a:1020593922901,(no abstract found: try through the website),"Autism, Psychological intervention, Psychology, Developmental psychology, Population, Applied behavior analysis, Clinical psychology, Psychiatry, Medicine, Environmental health","Neurological Functioning, Behavioral Experiments, Education & Learning"
"Sensory Experiences Questionnaire: discriminating sensory features in young children with autism, developmental delays, and typical development","Grace T. Baranek, Fabian J. David, Michele D. Poe, Wendy L. Stone, Linda R. Watson",2005,https://openalex.org/W1980426547,https://doi.org/10.1111/j.1469-7610.2005.01546.x,https://doi.org/10.1111/j.1469-7610.2005.01546.x,"Background: This study describes a new caregiver‐report assessment, the Sensory Experiences Questionnaire (SEQ), and explicates the nature of sensory patterns of hyper‐ and hyporesponsiveness, their prevalence, and developmental correlates in autism relative to comparison groups. Method: Caregivers of 258 children in five diagnostic groups (Autism, PDD, DD/MR, Other DD, Typical) ages 5–80 months completed the SEQ. Results: The SEQ's internal consistency was α′ = .80. Prevalence of overall sensory symptoms for the Autism group was 69%. Sensory symptoms were inversely related to mental age. The Autism group had significantly higher symptoms than either the Typical or DD groups and presented with a unique pattern of response to sensory stimuli – hypo responsiveness in both social and nonsocial contexts. A pattern of hyper responsiveness was similar in the Autism and DD groups, but significantly greater in both clinical groups than in the Typical group. Conclusion: The SEQ was able to characterize sensory features in young children with autism, and differentiate their sensory patterns from comparison groups. These unique sensory patterns have etiological implications, as well as relevance for assessment and intervention practices.","autism, sensory, symptoms, caregivers, caregiver",Behavioral Experiments
Comorbid psychopathology with autism spectrum disorder in children: An overview,"Johnny L. Matson, Marie Nebel-Schwalm",2006,https://openalex.org/W2111030679,https://doi.org/10.1016/j.ridd.2005.12.004,https://doi.org/10.1016/j.ridd.2005.12.004,(no abstract found: try through the website),"Comorbidity, Psychopathology, Psychology, Autism spectrum disorder, Autism, Developmental psychopathology, Psychiatry, Clinical psychology, Child psychopathology, Developmental psychology","Neurological Functioning, Behavioral Experiments, Therapy & Intervention, Education & Learning, Communication & Language, Social & Emotional Development"
Aberrant Striatal Functional Connectivity in Children with Autism,"Adriana Di Martino, Clare Kelly, Rebecca Grzadzinski, Xi‐Nian Zuo, Maarten Mennes, María Ángeles Mairena, Catherine Lord, F. Xavier Castellanos, Michael P. Milham",2011,https://openalex.org/W2076683771,https://doi.org/10.1016/j.biopsych.2010.10.029,https://doi.org/10.1016/j.biopsych.2010.10.029,(no abstract found: try through the website),"Neuroscience, Autism, Psychology, Functional magnetic resonance imaging, Insula, Putamen, Resting state fMRI, Striatum, Autism spectrum disorder, Psychiatry, Dopamine",General / Other
A Comparison of Eating Behaviors Between Children with and Without Autism,"Kimberly A. Schreck, Keith E. Williams, Angela F. Smith",2004,https://openalex.org/W2076054361,https://doi.org/10.1023/b:jadd.0000037419.78531.86,https://doi.org/10.1023/b:jadd.0000037419.78531.86,(no abstract found: try through the website),"Autism, Psychology, Clinical psychology, Developmental psychology, Psychiatry",Therapy & Intervention
"Hardiness and Social Support as Predictors of Stress in Mothers of Typical Children, Children with Autism, and Children with Mental Retardation",Mary Jane Weiss,2002,https://openalex.org/W2139757177,https://doi.org/10.1177/1362361302006001009,https://doi.org/10.1177/1362361302006001009,"This study assessed the effects of social support and hardiness on the level of stress in mothers of typical children and children with developmental disabilities. One hundred and twenty mothers participated (40 mothers of children with autism, 40 mothers of children with mental retardation, and 40 mothers of typically developing children). Results indicated significant group differences in ratings of depression, anxiety, somatic complaints and burnout. Regression analyses were conducted to determine the best predictors of the dependent measures. Both hardiness and social support were predictive of successful adaptation. The relationships among hardiness, support and coping are discussed.","autism, hardiness, disabilities, mothers, coping",Behavioral Experiments
Systematic Review of Early Intensive Behavioral Interventions for Children With Autism,"Patricia Howlin, Iliana Magiati, Tony Charman",2009,https://openalex.org/W2142329972,https://doi.org/10.1352/2009.114:23-41,https://doi.org/10.1352/2009.114:23-41,"Abstract Recent reviews highlight limitations in the evidence base for early interventions for children with autism. We conducted a systematic review of controlled studies of early intensive behavioral interventions (EIBI) for young children with autism. Eleven studies met inclusion criteria (including two randomized controlled trials). At group level, EIBI resulted in improved outcomes (primarily measured by IQ) compared to comparison groups. At an individual level, however, there was considerable variability in outcome, with some evidence that initial IQ (but not age) was related to progress. This review provides evidence for the effectiveness of EIBI for some, but not all, preschool children with autism.","autism, interventions, preschool, effectiveness, iq",Social & Emotional Development
The Behaviors of Parents of Children with Autism Predict the Subsequent Development of Their Children's Communication,"Michael Siller, Marian Sigman",2002,https://openalex.org/W2107159232,https://doi.org/10.1023/a:1014884404276,https://doi.org/10.1023/a:1014884404276,(no abstract found: try through the website),"Autism, Psychology, Developmental psychology, Joint attention, Psychological intervention, Developmental disorder, Language development, Psychiatry",Neurological Functioning
Are children with autism blind to the mentalistic significance of the eyes?,"Simon Baron‐Cohen, Ruth Campbell, Annette Karmiloff‐Smith, Julia D. Grant, Jane Walker",1995,https://openalex.org/W2008529532,https://doi.org/10.1111/j.2044-835x.1995.tb00687.x,https://doi.org/10.1111/j.2044-835x.1995.tb00687.x,"Previous work shows that children with autism manifest abnormalities in the use of gaze. They also have difficulties in the comprehension of mental states. The present paper explores whether these two abnormalities might be related. We report four experiments that test whether normal children ‘read’ the eyes, particularly eye‐direction, as conveying information about a person's mental states, and whether subjects with autism are specifically ‘blind’ to such information. The mental states assessed were desire, goal, refer, and think. The results confirm that normal children do use eye‐direction as a cue for reading these mental states, as do subjects with mental handicap (including those with William's Syndrome). In contrast, subjects with autism failed to use eye‐direction to infer the mental states. In addition, whilst normal children and children with mental handicap showed a preference for eye‐direction over an unnatural cue when inferring these mental states, children with autism did not. These findings suggest that part of the explanation for the gaze abnormalities in autism may be a failure to comprehend that the eyes convey information about a person's mental states.","gaze, autism, eyes, blind, eye","Education & Learning, Social & Emotional Development"
Abnormal intestinal permeability in children with autism,"P D’Eufemia, Mauro Celli, Roberto Finocchiaro, Lucia Pacifico, L Viozzi, Marina Zaccagnini, E Cardi, O Giardini",1996,https://openalex.org/W1978222253,https://doi.org/10.1111/j.1651-2227.1996.tb14220.x,https://doi.org/10.1111/j.1651-2227.1996.tb14220.x,"We determined the occurrence of gut mucosal damage using the intestinal permeability test in 21 autistic children who had no clinical and laboratory findings consistent with known intestinal disorders. An altered intestinal permeability was found in 9 of the 21 (43%) autistic patients, but in none of the 40 controls. Compared to the controls, these nine patients showed a similar mean mannitol recovery, but a significantly higher mean lactulose recovery (1.64%± 1.43 vs 0.38%±0.14; P &lt; 0.001). We speculate that an altered intestinal permeability could represent a possible mechanism for the increased passage through the gut mucosa of peptides derived from foods with subsequent behavioural abnormalities.","intestinal, mucosal, autistic, gut, mucosa","Behavioral Experiments, Education & Learning, Communication & Language, Social & Emotional Development"
Autism Spectrum Disorders in Gender Dysphoric Children and Adolescents,"A. de Vries, Ilse Noens, Peggy T. Cohen–Kettenis, Ina A. van Berckelaer‐Onnes, Theo Doreleijers",2010,https://openalex.org/W2025946704,https://doi.org/10.1007/s10803-010-0935-9,https://doi.org/10.1007/s10803-010-0935-9,(no abstract found: try through the website),"Autism, Psychology, Autism spectrum disorder, Clinical psychology, Gender Identity Disorder, Incidence (geometry), Psychiatry, Public health, Social communication, Pervasive developmental disorder, Developmental psychology, Gender identity, Medicine, Optics, Physics, Nursing, Social psychology","Behavioral Experiments, Therapy & Intervention"
Salience Network–Based Classification and Prediction of Symptom Severity in Children With Autism,"Lucina Q. Uddin, Kaustubh Supekar, Charles J. Lynch, Amirah Khouzam, Jennifer M. Phillips, Carl Feinstein, Srikanth Ryali, Vinod Menon",2013,https://openalex.org/W1973140577,https://doi.org/10.1001/jamapsychiatry.2013.104,https://doi.org/10.1001/jamapsychiatry.2013.104,Salience network hyperconnectivity may be a distinguishing feature in children with ASD. Quantification of brain network connectivity is a step toward developing biomarkers for objectively identifying children with ASD.,"hyperconnectivity, connectivity, asd, brain, biomarkers",General / Other
"Evidence-Based Practices for Children, Youth, and Young Adults with Autism.","Jessica R. Steinbrenner, Kara Hume, Samuel L. Odom, Kristi L. Morin, Sallie W. Nowell, Brianne Tomaszewski, Susan Szendrey, Nancy S. McIntyre, Şerife Yücesoy Özkan, Melissa Savage",2020,https://openalex.org/W3130268150,,http://files.eric.ed.gov/fulltext/ED609029.pdf,(no abstract found: try through the website),(no keywords found),General / Other
Behavioral intervention for young children with autism: A manual for parents and professionals.,"Catherine Maurice, Gina Green, Stephen C. Luce",1996,https://openalex.org/W1513409490,,http://ci.nii.ac.jp/ncid/BA51166762,(no abstract found: try through the website),(no keywords found),"Behavioral Experiments, Therapy & Intervention, Education & Learning"
Sleep problems in children with autism,"P. Gail Williams, Lonnie L. Sears, AnnaMary Allard",2004,https://openalex.org/W2019711303,https://doi.org/10.1111/j.1365-2869.2004.00405.x,https://doi.org/10.1111/j.1365-2869.2004.00405.x,"Summary Autism is a developmental disability characterized by severe deficits in social interaction and communication, and the presence of repetitive‐ritualistic behaviors. Sleep problems are frequently reported by parents of children with autism with prevalence estimates of 44–83% for sleep disorders in this population. To better understand sleep in autism, we surveyed sleep problems in 210 children with autism using a Likert‐based questionnaire for parent report. The most frequently reported sleep problems included difficulty in falling asleep, restless sleep, not falling asleep in own bed, and frequent wakenings. Least frequently reported sleep problems were sleep walking, morning headaches, crying during sleep, apnea, and nightmares. When surveys were divided into mental retardation (MR)/not MR categories, no significant differences were identified in frequencies of reported sleep problems except for waking at night which occurred much more frequently in the MR group. There was also no difference in sleep problems related to age of the child other than nocturnal enuresis. An association was noted between certain medical problems and sleep problems. Vision problems, upper respiratory problems, and runny nose were associated with decreased nighttime sleep. Vision problems, poor appetite, and poor growth were associated with increased nighttime waking. Poor appetite and poor growth were associated with decreased willingness to fall asleep. This study confirms a high prevalence of sleep problems reported by parents of children with autism and points to the need for more systematic research as an initial step in developing treatment strategies.","autism, nocturnal, sleep, asleep, nightmares",Neurological Functioning
Involvement or Isolation? The Social Networks of Children with Autism in Regular Classrooms,"Brandt Chamberlain, Connie Kasari, Erin Rotheram‐Fuller",2006,https://openalex.org/W2038477291,https://doi.org/10.1007/s10803-006-0164-4,https://doi.org/10.1007/s10803-006-0164-4,(no abstract found: try through the website),"Autism, Loneliness, Friendship, Psychology, Social isolation, Developmental psychology, Asperger syndrome, Interpersonal relationship, Reciprocity (cultural anthropology), Isolation (microbiology), Social relation, Interpersonal communication, Social psychology, Psychiatry, Microbiology, Biology",General / Other
